,n_up,n_down,dimension,interaction_type,n_basis,lambda,coupling,G_up,G_dn,N,spectrum
1517,3,1,1,bare,12,0.0,13.45,0.0,0.0,2,8.021774362101944
1518,3,1,1,bare,12,0.0,13.45,0.0,0.0,3,8.051171170354456
1519,3,1,1,bare,12,0.0,13.45,0.0,0.0,4,8.999999999999995
1520,3,1,1,bare,12,0.0,13.45,0.0,0.0,5,9.011116004919225
1521,3,1,1,bare,12,0.0,13.45,0.0,0.0,6,9.039087652361543
1522,3,1,1,bare,12,0.0,13.45,0.0,0.0,7,9.087606794016011
1523,3,1,1,bare,12,0.0,13.45,0.0,0.0,8,9.999999999999972
1524,3,1,1,bare,12,0.0,13.45,0.0,0.0,9,10.000000000000004
1525,3,1,1,bare,12,0.0,13.45,0.0,0.0,10,10.010412757362564
1526,3,1,1,bare,12,0.0,13.45,0.0,0.0,11,10.016469501223385
1527,3,1,1,bare,12,0.0,13.45,0.0,0.0,12,10.04829319431582
1528,3,1,1,bare,12,0.0,13.45,0.0,0.0,13,10.061540200348942
1529,3,1,1,bare,12,0.0,13.45,0.0,0.0,14,10.118318233789786
1530,3,1,1,bare,12,0.0,13.95,0.0,0.0,0,8.000000000000039
1531,3,1,1,bare,12,0.0,13.95,0.0,0.0,1,8.0088356898837
1532,3,1,1,bare,12,0.0,13.95,0.0,0.0,2,8.031412163912206
1533,3,1,1,bare,12,0.0,13.95,0.0,0.0,3,8.070241034987225
1534,3,1,1,bare,12,0.0,13.95,0.0,0.0,4,9.000000000000005
1535,3,1,1,bare,12,0.0,13.95,0.0,0.0,5,9.01432907954197
1536,3,1,1,bare,12,0.0,13.95,0.0,0.0,6,9.048777794318523
1537,3,1,1,bare,12,0.0,13.95,0.0,0.0,7,9.106814449392775
1538,3,1,1,bare,12,0.0,13.95,0.0,0.0,8,10.000000000000009
1539,3,1,1,bare,12,0.0,13.95,0.0,0.0,9,10.000000000000028
1540,3,1,1,bare,12,0.0,13.95,0.0,0.0,10,10.014002534509306
1541,3,1,1,bare,12,0.0,13.95,0.0,0.0,11,10.019737719778716
1542,3,1,1,bare,12,0.0,13.95,0.0,0.0,12,10.058495332854708
1543,3,1,1,bare,12,0.0,13.95,0.0,0.0,13,10.071734568451616
1544,3,1,1,bare,12,0.0,13.95,0.0,0.0,14,10.138342160612826
1545,3,1,1,bare,12,0.0,14.45,0.0,0.0,0,8.000000000000004
1546,3,1,1,bare,12,0.0,14.45,0.0,0.0,1,8.01181147820937
1547,3,1,1,bare,12,0.0,14.45,0.0,0.0,2,8.040397298918359
1548,3,1,1,bare,12,0.0,14.45,0.0,0.0,3,8.08802637352215
1549,3,1,1,bare,12,0.0,14.45,0.0,0.0,4,8.999999999999977
1550,3,1,1,bare,12,0.0,14.45,0.0,0.0,5,9.017319028548894
1551,3,1,1,bare,12,0.0,14.45,0.0,0.0,6,9.05781000619717
1552,3,1,1,bare,12,0.0,14.45,0.0,0.0,7,9.124718184628675
1553,3,1,1,bare,12,0.0,14.45,0.0,0.0,8,9.999999999999963
1554,3,1,1,bare,12,0.0,14.45,0.0,0.0,9,10.000000000000016
1555,3,1,1,bare,12,0.0,14.45,0.0,0.0,10,10.017317433485827
1556,3,1,1,bare,12,0.0,14.45,0.0,0.0,11,10.022784086311708
1557,3,1,1,bare,12,0.0,14.45,0.0,0.0,12,10.067972776066975
1558,3,1,1,bare,12,0.0,14.45,0.0,0.0,13,10.08126148788483
1559,3,1,1,bare,12,0.0,14.45,0.0,0.0,14,10.15695638585855
1560,3,1,1,bare,12,0.0,14.95,0.0,0.0,0,8.0
1561,3,1,1,bare,12,0.0,14.95,0.0,0.0,1,8.014588637291068
1562,3,1,1,bare,12,0.0,14.95,0.0,0.0,2,8.048793134450742
1563,3,1,1,bare,12,0.0,14.95,0.0,0.0,3,8.104647403018086
1564,3,1,1,bare,12,0.0,14.95,0.0,0.0,4,9.000000000000007
1565,3,1,1,bare,12,0.0,14.95,0.0,0.0,5,9.020109602056356
1566,3,1,1,bare,12,0.0,14.95,0.0,0.0,6,9.066248335834908
1567,3,1,1,bare,12,0.0,14.95,0.0,0.0,7,9.141442104605584
1568,3,1,1,bare,12,0.0,14.95,0.0,0.0,8,10.000000000000004
1569,3,1,1,bare,12,0.0,14.95,0.0,0.0,9,10.000000000000012
1570,3,1,1,bare,12,0.0,14.95,0.0,0.0,10,10.020393546905032
1571,3,1,1,bare,12,0.0,14.95,0.0,0.0,11,10.025631514614213
1572,3,1,1,bare,12,0.0,14.95,0.0,0.0,12,10.076799639293379
1573,3,1,1,bare,12,0.0,14.95,0.0,0.0,13,10.090182792392975
1574,3,1,1,bare,12,0.0,14.95,0.0,0.0,14,10.174299650723345
1575,3,1,1,bare,12,0.0,15.45,0.0,0.0,0,8.000000000000016
1576,3,1,1,bare,12,0.0,15.45,0.0,0.0,1,8.017187234631432
1577,3,1,1,bare,12,0.0,15.45,0.0,0.0,2,8.056655191078223
1578,3,1,1,bare,12,0.0,15.45,0.0,0.0,3,8.120211622715383
1579,3,1,1,bare,12,0.0,15.45,0.0,0.0,4,8.999999999999984
1580,3,1,1,bare,12,0.0,15.45,0.0,0.0,5,9.022720673075684
1581,3,1,1,bare,12,0.0,15.45,0.0,0.0,6,9.074148879929513
1582,3,1,1,bare,12,0.0,15.45,0.0,0.0,7,9.157096094540321
1583,3,1,1,bare,12,0.0,15.45,0.0,0.0,8,9.999999999999998
1584,3,1,1,bare,12,0.0,15.45,0.0,0.0,9,9.999999999999998
1585,3,1,1,bare,12,0.0,15.45,0.0,0.0,10,10.0232586375884
1586,3,1,1,bare,12,0.0,15.45,0.0,0.0,11,10.028299589864542
1587,3,1,1,bare,12,0.0,15.45,0.0,0.0,12,10.085040576682102
1588,3,1,1,bare,12,0.0,15.45,0.0,0.0,13,10.098552880222865
1589,3,1,1,bare,12,0.0,15.45,0.0,0.0,14,10.190495344232705
1590,3,1,1,bare,12,0.0,15.95,0.0,0.0,0,7.999999999999992
1591,3,1,1,bare,12,0.0,15.95,0.0,0.0,1,8.019624289239593
1592,3,1,1,bare,12,0.0,15.95,0.0,0.0,2,8.064032305862133
1593,3,1,1,bare,12,0.0,15.95,0.0,0.0,3,8.1348144411416
1594,3,1,1,bare,12,0.0,15.95,0.0,0.0,4,9.00000000000001
1595,3,1,1,bare,12,0.0,15.95,0.0,0.0,5,9.025169303014389
1596,3,1,1,bare,12,0.0,15.95,0.0,0.0,6,9.081560965524556
1597,3,1,1,bare,12,0.0,15.95,0.0,0.0,7,9.171777380725185
1598,3,1,1,bare,12,0.0,15.95,0.0,0.0,8,9.999999999999943
1599,3,1,1,bare,12,0.0,15.95,0.0,0.0,9,9.999999999999984
1600,3,1,1,bare,12,0.0,15.95,0.0,0.0,10,10.0259352013055
1601,3,1,1,bare,12,0.0,15.95,0.0,0.0,11,10.030805259371107
1602,3,1,1,bare,12,0.0,15.95,0.0,0.0,12,10.092752138606668
1603,3,1,1,bare,12,0.0,15.95,0.0,0.0,13,10.106419865243486
1604,3,1,1,bare,12,0.0,15.95,0.0,0.0,14,10.205652408168454
1605,3,1,1,bare,12,0.0,16.45,0.0,0.0,0,7.9999999999999964
1606,3,1,1,bare,12,0.0,16.45,0.0,0.0,1,8.021914558995748
1607,3,1,1,bare,12,0.0,16.45,0.0,0.0,2,8.070967597202351
1608,3,1,1,bare,12,0.0,16.45,0.0,0.0,3,8.148540525929334
1609,3,1,1,bare,12,0.0,16.45,0.0,0.0,4,9.000000000000032
1610,3,1,1,bare,12,0.0,16.45,0.0,0.0,5,9.027470340791181
1611,3,1,1,bare,12,0.0,16.45,0.0,0.0,6,9.088528129552964
1612,3,1,1,bare,12,0.0,16.45,0.0,0.0,7,9.18557212385668
1613,3,1,1,bare,12,0.0,16.45,0.0,0.0,8,10.000000000000016
1614,3,1,1,bare,12,0.0,16.45,0.0,0.0,9,10.000000000000039
1615,3,1,1,bare,12,0.0,16.45,0.0,0.0,10,10.02844205825669
1616,3,1,1,bare,12,0.0,16.45,0.0,0.0,11,10.033163311772014
1617,3,1,1,bare,12,0.0,16.45,0.0,0.0,12,10.09998393088325
1618,3,1,1,bare,12,0.0,16.45,0.0,0.0,13,10.113826498791125
1619,3,1,1,bare,12,0.0,16.45,0.0,0.0,14,10.219866904305315
1620,3,1,1,bare,12,0.0,16.95,0.0,0.0,0,8.000000000000034
1621,3,1,1,bare,12,0.0,16.95,0.0,0.0,1,8.024070986462867
1622,3,1,1,bare,12,0.0,16.95,0.0,0.0,2,8.077499269159972
1623,3,1,1,bare,12,0.0,16.95,0.0,0.0,3,8.161465150573916
1624,3,1,1,bare,12,0.0,16.95,0.0,0.0,4,8.999999999999991
1625,3,1,1,bare,12,0.0,16.95,0.0,0.0,5,9.029636821517787
1626,3,1,1,bare,12,0.0,16.95,0.0,0.0,6,9.095088935070969
1627,3,1,1,bare,12,0.0,16.95,0.0,0.0,7,9.198556858219062
1628,3,1,1,bare,12,0.0,16.95,0.0,0.0,8,10.000000000000012
1629,3,1,1,bare,12,0.0,16.95,0.0,0.0,9,10.000000000000027
1630,3,1,1,bare,12,0.0,16.95,0.0,0.0,10,10.030795283541817
1631,3,1,1,bare,12,0.0,16.95,0.0,0.0,11,10.035386734426547
1632,3,1,1,bare,12,0.0,16.95,0.0,0.0,12,10.106779602256669
1633,3,1,1,bare,12,0.0,16.95,0.0,0.0,13,10.120810917107429
1634,3,1,1,bare,12,0.0,16.95,0.0,0.0,14,10.233223642239736
1635,3,1,1,bare,12,0.0,17.45,0.0,0.0,0,7.999999999999988
1636,3,1,1,bare,12,0.0,17.45,0.0,0.0,1,8.026105003167748
1637,3,1,1,bare,12,0.0,17.45,0.0,0.0,2,8.083661285205366
1638,3,1,1,bare,12,0.0,17.45,0.0,0.0,3,8.17365539979047
1639,3,1,1,bare,12,0.0,17.45,0.0,0.0,4,9.000000000000009
1640,3,1,1,bare,12,0.0,17.45,0.0,0.0,5,9.031680259275614
1641,3,1,1,bare,12,0.0,17.45,0.0,0.0,6,9.101277654705642
1642,3,1,1,bare,12,0.0,17.45,0.0,0.0,7,9.210799745781843
1643,3,1,1,bare,12,0.0,17.45,0.0,0.0,8,9.99999999999993
1644,3,1,1,bare,12,0.0,17.45,0.0,0.0,9,10.000000000000059
1645,3,1,1,bare,12,0.0,17.45,0.0,0.0,10,10.0330088042273
1646,3,1,1,bare,12,0.0,17.45,0.0,0.0,11,10.037486992180929
1647,3,1,1,bare,12,0.0,17.45,0.0,0.0,12,10.113177683377675
1648,3,1,1,bare,12,0.0,17.45,0.0,0.0,13,10.127407255558495
1649,3,1,1,bare,12,0.0,17.45,0.0,0.0,14,10.245797674959793
1650,3,1,1,bare,12,0.0,17.95,0.0,0.0,0,7.999999999999994
1651,3,1,1,bare,12,0.0,17.95,0.0,0.0,1,8.028026758822906
1652,3,1,1,bare,12,0.0,17.95,0.0,0.0,2,8.089483935198365
1653,3,1,1,bare,12,0.0,17.95,0.0,0.0,3,8.1851712166939
1654,3,1,1,bare,12,0.0,17.95,0.0,0.0,4,9.00000000000003
1655,3,1,1,bare,12,0.0,17.95,0.0,0.0,5,9.033610874694258
1656,3,1,1,bare,12,0.0,17.95,0.0,0.0,6,9.107124845571263
1657,3,1,1,bare,12,0.0,17.95,0.0,0.0,7,9.22236165572225
1658,3,1,1,bare,12,0.0,17.95,0.0,0.0,8,9.999999999999904
1659,3,1,1,bare,12,0.0,17.95,0.0,0.0,9,9.999999999999982
1660,3,1,1,bare,12,0.0,17.95,0.0,0.0,10,10.035094811128596
1661,3,1,1,bare,12,0.0,17.95,0.0,0.0,11,10.039474251120353
1662,3,1,1,bare,12,0.0,17.95,0.0,0.0,12,10.11921229821737
1663,3,1,1,bare,12,0.0,17.95,0.0,0.0,13,10.133646159958808
1664,3,1,1,bare,12,0.0,17.95,0.0,0.0,14,10.257655611315109
1665,3,1,1,bare,12,0.0,18.45,0.0,0.0,0,7.999999999999982
1666,3,1,1,bare,12,0.0,18.45,0.0,0.0,1,8.029845303259084
1667,3,1,1,bare,12,0.0,18.45,0.0,0.0,2,8.094994314628286
1668,3,1,1,bare,12,0.0,18.45,0.0,0.0,3,8.19606630421967
1669,3,1,1,bare,12,0.0,18.45,0.0,0.0,4,9.00000000000002
1670,3,1,1,bare,12,0.0,18.45,0.0,0.0,5,9.035437777931856
1671,3,1,1,bare,12,0.0,18.45,0.0,0.0,6,9.1126578350352
1672,3,1,1,bare,12,0.0,18.45,0.0,0.0,7,9.233297090186737
1673,3,1,1,bare,12,0.0,18.45,0.0,0.0,8,9.999999999999947
1674,3,1,1,bare,12,0.0,18.45,0.0,0.0,9,10.000000000000025
1675,3,1,1,bare,12,0.0,18.45,0.0,0.0,10,10.03706405885213
1676,3,1,1,bare,12,0.0,18.45,0.0,0.0,11,10.041357561629685
1677,3,1,1,bare,12,0.0,18.45,0.0,0.0,12,10.124913766755594
1678,3,1,1,bare,12,0.0,18.45,0.0,0.0,13,10.139555217182961
1679,3,1,1,bare,12,0.0,18.45,0.0,0.0,14,10.268856745691833
1680,3,1,1,bare,12,0.0,18.95,0.0,0.0,0,7.9999999999999885
1681,3,1,1,bare,12,0.0,18.95,0.0,0.0,1,8.031568735099675
1682,3,1,1,bare,12,0.0,18.95,0.0,0.0,2,8.100216731405226
1683,3,1,1,bare,12,0.0,18.95,0.0,0.0,3,8.20638889937982
1684,3,1,1,bare,12,0.0,18.95,0.0,0.0,4,8.999999999999961
1685,3,1,1,bare,12,0.0,18.95,0.0,0.0,5,9.037169118955575
1686,3,1,1,bare,12,0.0,18.95,0.0,0.0,6,9.117901132896934
1687,3,1,1,bare,12,0.0,18.95,0.0,0.0,7,9.243654978003683
1688,3,1,1,bare,12,0.0,18.95,0.0,0.0,8,10.0
1689,3,1,1,bare,12,0.0,18.95,0.0,0.0,9,10.000000000000007
1690,3,1,1,bare,12,0.0,18.95,0.0,0.0,10,10.038926093691337
1691,3,1,1,bare,12,0.0,18.95,0.0,0.0,11,10.043145010184624
1692,3,1,1,bare,12,0.0,18.95,0.0,0.0,12,10.130309115631432
1693,3,1,1,bare,12,0.0,18.95,0.0,0.0,13,10.145159321371251
1694,3,1,1,bare,12,0.0,18.95,0.0,0.0,14,10.279454022624307
1695,3,1,1,bare,12,0.0,19.45,0.0,0.0,0,7.999999999999975
1696,3,1,1,bare,12,0.0,19.45,0.0,0.0,1,8.033204325429427
1697,3,1,1,bare,12,0.0,19.45,0.0,0.0,2,8.105173052550967
1698,3,1,1,bare,12,0.0,19.45,0.0,0.0,3,8.216182438698846
1699,3,1,1,bare,12,0.0,19.45,0.0,0.0,4,8.99999999999998
1700,3,1,1,bare,12,0.0,19.45,0.0,0.0,5,9.038812212743611
1701,3,1,1,bare,12,0.0,19.45,0.0,0.0,6,9.122876782547786
1702,3,1,1,bare,12,0.0,19.45,0.0,0.0,7,9.25347935611463
1703,3,1,1,bare,12,0.0,19.45,0.0,0.0,8,9.999999999999988
1704,3,1,1,bare,12,0.0,19.45,0.0,0.0,9,9.999999999999998
1705,3,1,1,bare,12,0.0,19.45,0.0,0.0,10,10.040689432254636
1706,3,1,1,bare,12,0.0,19.45,0.0,0.0,11,10.044843846459646
1707,3,1,1,bare,12,0.0,19.45,0.0,0.0,12,10.135422511274719
1708,3,1,1,bare,12,0.0,19.45,0.0,0.0,13,10.150480987870242
1709,3,1,1,bare,12,0.0,19.45,0.0,0.0,14,10.289494858447977
1710,3,1,1,bare,12,0.0,19.95,0.0,0.0,0,8.000000000000004
1711,3,1,1,bare,12,0.0,19.95,0.0,0.0,1,8.034758621874952
1712,3,1,1,bare,12,0.0,19.95,0.0,0.0,2,8.109883000811092
1713,3,1,1,bare,12,0.0,19.95,0.0,0.0,3,8.225486131169674
1714,3,1,1,bare,12,0.0,19.95,0.0,0.0,4,8.999999999999956
1715,3,1,1,bare,12,0.0,19.95,0.0,0.0,5,9.040373644670717
1716,3,1,1,bare,12,0.0,19.95,0.0,0.0,6,9.127604661306055
1717,3,1,1,bare,12,0.0,19.95,0.0,0.0,7,9.262809955859218
1718,3,1,1,bare,12,0.0,19.95,0.0,0.0,8,9.999999999999968
1719,3,1,1,bare,12,0.0,19.95,0.0,0.0,9,10.000000000000012
1720,3,1,1,bare,12,0.0,19.95,0.0,0.0,10,10.042361704880246
1721,3,1,1,bare,12,0.0,19.95,0.0,0.0,11,10.046460590575451
1722,3,1,1,bare,12,0.0,19.95,0.0,0.0,12,10.140275627958498
1723,3,1,1,bare,12,0.0,19.95,0.0,0.0,13,10.155540624116085
1724,3,1,1,bare,12,0.0,19.95,0.0,0.0,14,10.299021841471141
1725,3,1,1,bare,12,0.0,20.45,0.0,0.0,0,8.000000000000012
1726,3,1,1,bare,12,0.0,20.45,0.0,0.0,1,8.036237536946462
1727,3,1,1,bare,12,0.0,20.45,0.0,0.0,2,8.114364409363994
1728,3,1,1,bare,12,0.0,20.45,0.0,0.0,3,8.23433545275607
1729,3,1,1,bare,12,0.0,20.45,0.0,0.0,4,9.000000000000016
1730,3,1,1,bare,12,0.0,20.45,0.0,0.0,5,9.041859359916197
1731,3,1,1,bare,12,0.0,20.45,0.0,0.0,6,9.132102738237803
1732,3,1,1,bare,12,0.0,20.45,0.0,0.0,7,9.271682708667477
1733,3,1,1,bare,12,0.0,20.45,0.0,0.0,8,10.000000000000016
1734,3,1,1,bare,12,0.0,20.45,0.0,0.0,9,10.000000000000108
1735,3,1,1,bare,12,0.0,20.45,0.0,0.0,10,10.043949772951324
1736,3,1,1,bare,12,0.0,20.45,0.0,0.0,11,10.048001124139311
1737,3,1,1,bare,12,0.0,20.45,0.0,0.0,12,10.144887961303347
1738,3,1,1,bare,12,0.0,20.45,0.0,0.0,13,10.160356764590421
1739,3,1,1,bare,12,0.0,20.45,0.0,0.0,14,10.308073329783772
1740,3,1,1,bare,12,0.0,20.95,0.0,0.0,0,7.999999999999999
1741,3,1,1,bare,12,0.0,20.95,0.0,0.0,1,8.037646423515042
1742,3,1,1,bare,12,0.0,20.95,0.0,0.0,2,8.11863344132086
1743,3,1,1,bare,12,0.0,20.95,0.0,0.0,3,8.242762574305374
1744,3,1,1,bare,12,0.0,20.95,0.0,0.0,4,9.000000000000018
1745,3,1,1,bare,12,0.0,20.95,0.0,0.0,5,9.0432747398007
1746,3,1,1,bare,12,0.0,20.95,0.0,0.0,6,9.136387296269914
1747,3,1,1,bare,12,0.0,20.95,0.0,0.0,7,9.280130183407797
1748,3,1,1,bare,12,0.0,20.95,0.0,0.0,8,10.00000000000003
1749,3,1,1,bare,12,0.0,20.95,0.0,0.0,9,10.000000000000032
1750,3,1,1,bare,12,0.0,20.95,0.0,0.0,10,10.045459826288065
1751,3,1,1,bare,12,0.0,20.95,0.0,0.0,11,10.049470767918356
1752,3,1,1,bare,12,0.0,20.95,0.0,0.0,12,10.149277096068513
1753,3,1,1,bare,12,0.0,20.95,0.0,0.0,13,10.164946275486935
1754,3,1,1,bare,12,0.0,20.95,0.0,0.0,14,10.316683963071199
1755,3,1,1,bare,12,0.0,21.45,0.0,0.0,0,7.999999999999991
1756,3,1,1,bare,12,0.0,21.45,0.0,0.0,1,8.038990139647874
1757,3,1,1,bare,12,0.0,21.45,0.0,0.0,2,8.122704779526371
1758,3,1,1,bare,12,0.0,21.45,0.0,0.0,3,8.250796732846744
1759,3,1,1,bare,12,0.0,21.45,0.0,0.0,4,8.999999999999966
1760,3,1,1,bare,12,0.0,21.45,0.0,0.0,5,9.0446246673135
1761,3,1,1,bare,12,0.0,21.45,0.0,0.0,6,9.140473124193429
1762,3,1,1,bare,12,0.0,21.45,0.0,0.0,7,9.288181965668166
1763,3,1,1,bare,12,0.0,21.45,0.0,0.0,8,9.999999999999963
1764,3,1,1,bare,12,0.0,21.45,0.0,0.0,9,9.99999999999997
1765,3,1,1,bare,12,0.0,21.45,0.0,0.0,10,10.046897464969906
1766,3,1,1,bare,12,0.0,21.45,0.0,0.0,11,10.05087434839447
1767,3,1,1,bare,12,0.0,21.45,0.0,0.0,12,10.153458935597467
1768,3,1,1,bare,12,0.0,21.45,0.0,0.0,13,10.169324533625497
1769,3,1,1,bare,12,0.0,21.45,0.0,0.0,14,10.32488510218249
1770,3,1,1,bare,12,0.0,21.95,0.0,0.0,0,8.000000000000007
1771,3,1,1,bare,12,0.0,21.95,0.0,0.0,1,8.040273104561152
1772,3,1,1,bare,12,0.0,21.95,0.0,0.0,2,8.12659179121534
1773,3,1,1,bare,12,0.0,21.95,0.0,0.0,3,8.258464554645801
1774,3,1,1,bare,12,0.0,21.95,0.0,0.0,4,8.999999999999975
1775,3,1,1,bare,12,0.0,21.95,0.0,0.0,5,9.045913583624133
1776,3,1,1,bare,12,0.0,21.95,0.0,0.0,6,9.144373683181348
1777,3,1,1,bare,12,0.0,21.95,0.0,0.0,7,9.295864987584583
1778,3,1,1,bare,12,0.0,21.95,0.0,0.0,8,9.99999999999994
1779,3,1,1,bare,12,0.0,21.95,0.0,0.0,9,9.99999999999995
1780,3,1,1,bare,12,0.0,21.95,0.0,0.0,10,10.048267768754028
1781,3,1,1,bare,12,0.0,21.95,0.0,0.0,11,10.052216255014851
1782,3,1,1,bare,12,0.0,21.95,0.0,0.0,12,10.157447899045206
1783,3,1,1,bare,12,0.0,21.95,0.0,0.0,13,10.17350558333232
1784,3,1,1,bare,12,0.0,21.95,0.0,0.0,14,10.33270520790897
1785,3,1,1,bare,12,0.0,22.45,0.0,0.0,0,8.000000000000002
1786,3,1,1,bare,12,0.0,22.45,0.0,0.0,1,8.041499347106894
1787,3,1,1,bare,12,0.0,22.45,0.0,0.0,2,8.130306671300097
1788,3,1,1,bare,12,0.0,22.45,0.0,0.0,3,8.265790337047646
1789,3,1,1,bare,12,0.0,22.45,0.0,0.0,4,8.999999999999988
1790,3,1,1,bare,12,0.0,22.45,0.0,0.0,5,9.047145537022967
1791,3,1,1,bare,12,0.0,22.45,0.0,0.0,6,9.148101251657184
1792,3,1,1,bare,12,0.0,22.45,0.0,0.0,7,9.303203815442924
1793,3,1,1,bare,12,0.0,22.45,0.0,0.0,8,9.999999999999996
1794,3,1,1,bare,12,0.0,22.45,0.0,0.0,9,10.000000000000036
1795,3,1,1,bare,12,0.0,22.45,0.0,0.0,10,10.049575356451701
1796,3,1,1,bare,12,0.0,22.45,0.0,0.0,11,10.053500489610359
1797,3,1,1,bare,12,0.0,22.45,0.0,0.0,12,10.161257091468922
1798,3,1,1,bare,12,0.0,22.45,0.0,0.0,13,10.177502274364738
1799,3,1,1,bare,12,0.0,22.45,0.0,0.0,14,10.340170168474836
1800,3,1,1,bare,12,0.0,22.95,0.0,0.0,0,8.000000000000007
1801,3,1,1,bare,12,0.0,22.95,0.0,0.0,1,8.042672547946625
1802,3,1,1,bare,12,0.0,22.95,0.0,0.0,2,8.133860567438067
1803,3,1,1,bare,12,0.0,22.95,0.0,0.0,3,8.272796295017997
1804,3,1,1,bare,12,0.0,22.95,0.0,0.0,4,9.000000000000034
1805,3,1,1,bare,12,0.0,22.95,0.0,0.0,5,9.048324225464652
1806,3,1,1,bare,12,0.0,22.95,0.0,0.0,6,9.151667051707662
1807,3,1,1,bare,12,0.0,22.95,0.0,0.0,7,9.310220901132254
1808,3,1,1,bare,12,0.0,22.95,0.0,0.0,8,10.000000000000032
1809,3,1,1,bare,12,0.0,22.95,0.0,0.0,9,10.00000000000005
1810,3,1,1,bare,12,0.0,22.95,0.0,0.0,10,10.050824437069464
1811,3,1,1,bare,12,0.0,22.95,0.0,0.0,11,10.054730709196892
1812,3,1,1,bare,12,0.0,22.95,0.0,0.0,12,10.164898451002973
1813,3,1,1,bare,12,0.0,22.95,0.0,0.0,13,10.181326383465072
1814,3,1,1,bare,12,0.0,22.95,0.0,0.0,14,10.347303583629884
1815,3,1,1,bare,12,0.0,23.45,0.0,0.0,0,8.000000000000014
1816,3,1,1,bare,12,0.0,23.45,0.0,0.0,1,8.043796076359364
1817,3,1,1,bare,12,0.0,23.45,0.0,0.0,2,8.13726368950951
1818,3,1,1,bare,12,0.0,23.45,0.0,0.0,3,8.279502777364968
1819,3,1,1,bare,12,0.0,23.45,0.0,0.0,4,8.999999999999991
1820,3,1,1,bare,12,0.0,23.45,0.0,0.0,5,9.049453033682184
1821,3,1,1,bare,12,0.0,23.45,0.0,0.0,6,9.155081359710067
1822,3,1,1,bare,12,0.0,23.45,0.0,0.0,7,9.31693680256323
1823,3,1,1,bare,12,0.0,23.45,0.0,0.0,8,9.99999999999999
1824,3,1,1,bare,12,0.0,23.45,0.0,0.0,9,10.000000000000005
1825,3,1,1,bare,12,0.0,23.45,0.0,0.0,10,10.052018854117378
1826,3,1,1,bare,12,0.0,23.45,0.0,0.0,11,10.055910263160763
1827,3,1,1,bare,12,0.0,23.45,0.0,0.0,12,10.16838287662121
1828,3,1,1,bare,12,0.0,23.45,0.0,0.0,13,10.184988721723121
1829,3,1,1,bare,12,0.0,23.45,0.0,0.0,14,10.354127011892889
1830,3,1,1,bare,12,0.0,23.95,0.0,0.0,0,8.000000000000032
1831,3,1,1,bare,12,0.0,23.95,0.0,0.0,1,8.044873022470485
1832,3,1,1,bare,12,0.0,23.95,0.0,0.0,2,8.140525405714467
1833,3,1,1,bare,12,0.0,23.95,0.0,0.0,3,8.285928456849824
1834,3,1,1,bare,12,0.0,23.95,0.0,0.0,4,8.999999999999911
1835,3,1,1,bare,12,0.0,23.95,0.0,0.0,5,9.050535065668413
1836,3,1,1,bare,12,0.0,23.95,0.0,0.0,6,9.158353603414877
1837,3,1,1,bare,12,0.0,23.95,0.0,0.0,7,9.323370377373578
1838,3,1,1,bare,12,0.0,23.95,0.0,0.0,8,9.999999999999977
1839,3,1,1,bare,12,0.0,23.95,0.0,0.0,9,9.999999999999998
1840,3,1,1,bare,12,0.0,23.95,0.0,0.0,10,10.05316212419297
1841,3,1,1,bare,12,0.0,23.95,0.0,0.0,11,10.057042225665679
1842,3,1,1,bare,12,0.0,23.95,0.0,0.0,12,10.17172033940341
1843,3,1,1,bare,12,0.0,23.95,0.0,0.0,13,10.188499229603645
1844,3,1,1,bare,12,0.0,23.95,0.0,0.0,14,10.360660186400937
1845,3,1,1,bare,12,0.0,24.45,0.0,0.0,0,8.000000000000007
1846,3,1,1,bare,12,0.0,24.45,0.0,0.0,1,8.045906225555305
1847,3,1,1,bare,12,0.0,24.45,0.0,0.0,2,8.143654327149761
1848,3,1,1,bare,12,0.0,24.45,0.0,0.0,3,8.29209049774981
1849,3,1,1,bare,12,0.0,24.45,0.0,0.0,4,9.000000000000034
1850,3,1,1,bare,12,0.0,24.45,0.0,0.0,5,9.051573173190043
1851,3,1,1,bare,12,0.0,24.45,0.0,0.0,6,9.16149244736872
1852,3,1,1,bare,12,0.0,24.45,0.0,0.0,7,9.3295389535764
1853,3,1,1,bare,12,0.0,24.45,0.0,0.0,8,10.000000000000036
1854,3,1,1,bare,12,0.0,24.45,0.0,0.0,9,10.000000000000043
1855,3,1,1,bare,12,0.0,24.45,0.0,0.0,10,10.054257470732482
1856,3,1,1,bare,12,0.0,24.45,0.0,0.0,11,10.058129423978913
1857,3,1,1,bare,12,0.0,24.45,0.0,0.0,12,10.174919979738023
1858,3,1,1,bare,12,0.0,24.45,0.0,0.0,13,10.191867061221883
1859,3,1,1,bare,12,0.0,24.45,0.0,0.0,14,10.366921203923226
1860,3,1,1,bare,12,0.0,24.95,0.0,0.0,0,7.999999999999961
1861,3,1,1,bare,12,0.0,24.95,0.0,0.0,1,8.046898298966019
1862,3,1,1,bare,12,0.0,24.95,0.0,0.0,2,8.146658382435056
1863,3,1,1,bare,12,0.0,24.95,0.0,0.0,3,8.298004703898702
1864,3,1,1,bare,12,0.0,24.95,0.0,0.0,4,8.999999999999924
