x,density
-3.5,-0.0
-3.49,0.0003670394562266681
-3.48,0.0014671138521436876
-3.47,0.003297095326214107
-3.46,0.005851784276398469
-3.45,0.009123929534146445
-3.44,0.01310425645498133
-3.43,0.01778150277400524
-3.42,0.02314246203322309
-3.41,0.029172034347533567
-3.4,0.03585328423789126
-3.39,0.04316750522372421
-3.38,0.05109429083250635
-3.37,0.05961161165260039
-3.36,0.0686958980263847
-3.35,0.07832212795436622
-3.34,0.08846391975770804
-3.33,0.09909362902640234
-3.32,0.11018244936341264
-3.31,0.12170051642145437
-3.3,0.13361701471885729
-3.29,0.14590028671404828
-3.28,0.15851794361473545
-3.27,0.17143697739769212
-3.26,0.1846238735182254
-3.25,0.1980447237946988
-3.24,0.21166533896295886
-3.23,0.22545136040784064
-3.22,0.23936837059412208
-3.21,0.25338200173707964
-3.2,0.26745804227296543
-3.19,0.281562540712191
-3.18,0.2956619064823279
-3.17,0.30972300739425795
-3.16,0.3237132633923711
-3.15,0.3376007362787016
-3.14,0.35135421513073595
-3.13,0.36494329716333485
-3.12,0.378338463816355
-3.11,0.39151115188098823
-3.1,0.4044338195092447
-3.09,0.41708000698223247
-3.08,0.4294243921436352
-3.07,0.4414428404349036
-3.06,0.45311244949791274
-3.05,0.46441158833910323
-3.04,0.4753199310760914
-3.03,0.48581848531347355
-3.02,0.4958896152187105
-3.01,0.5055170593916548
-3.0,0.5146859436421984
-2.99,0.523382788809771
-2.98,0.5315955137758144
-2.97,0.5393134338359854
-2.96,0.5465272546125866
-2.95,0.5532290616996423
-2.94,0.5594123062431898
-2.93,0.565071786667663
-2.92,0.5702036267658765
-2.91,0.574805250375097
-2.9,0.5788753528650465
-2.89,0.5824138696655973
-2.88,0.5854219420623903
-2.87,0.5879018804878441
-2.86,0.5898571255330189
-2.85,0.5912922069027604
-2.84,0.5922127005325798
-2.83,0.5926251840808429
-2.82,0.5925371910043525
-2.81,0.5919571634191996
-2.8,0.5908944039421313
-2.79,0.5893590267006751
-2.78,0.5873619076928696
-2.77,0.5849146346699866
-2.76,0.582029456707972
-2.75,0.5787192336257044
-2.74,0.5749973854005019
-2.73,0.5708778417238289
-2.72,0.5663749918327867
-2.71,0.5615036347457419
-2.7,0.5562789300235651
-2.69,0.5507163491711733
-2.68,0.5448316277876862
-2.67,0.5386407185672718
-2.66,0.5321597452468951
-2.65,0.525404957591492
-2.64,0.518392687501716
-2.63,0.5111393063241719
-2.62,0.5036611834391408
-2.61,0.4959746461958739
-2.6,0.48809594126099953
-2.59,0.4800411974408612
-2.58,0.4718263900342624
-2.57,0.4634673067675041
-2.56,0.45497951535927234
-2.55,0.4463783327583626
-2.54,0.4376787960927732
-2.53,0.42889563536407666
-2.52,0.4200432479162724
-2.51,0.4111356747035297
-2.5,0.4021865783762804
-2.49,0.3932092232000467
-2.48,0.38421645681618144
-2.47,0.3752206938483569
-2.46,0.3662339013531575
-2.45,0.35726758610757686
-2.44,0.348332783720519
-2.43,0.33944004954970697
-2.42,0.33059945139958274
-2.41,0.3218205639700536
-2.4,0.3131124650201472
-2.39,0.3044837332049964
-2.38,0.2959424475389761
-2.37,0.2874961884324365
-2.36,0.279152040244234
-2.35,0.270916595287316
-2.34,0.2627959592199104
-2.33,0.25479575775054425
-2.32,0.24692114458109696
-2.31,0.23917681050856027
-2.3,0.23156699360300584
-2.29,0.22409549037663484
-2.28,0.21676566785660495
-2.27,0.20958047647271813
-2.26,0.20254246366993972
-2.25,0.19565378815520895
-2.24,0.1889162346879819
-2.23,0.18233122932456997
-2.22,0.17589985502743175
-2.21,0.16962286755227232
-2.2,0.1635007115279929
-2.19,0.15753353664723174
-2.18,0.15172121388842258
-2.17,0.1460633516938917
-2.16,0.14055931203255745
-2.15,0.13520822628015783
-2.14,0.13000901085464361
-2.13,0.12496038254932947
-2.12,0.12006087351160287
-2.11,0.11530884582032892
-2.1,0.11070250562056676
-2.09,0.10623991677975236
-2.08,0.10191901403503263
-2.07,0.09773761560694334
-2.06,0.09369343526002534
-2.05,0.08978409379623062
-2.04,0.0860071299720586
-2.03,0.08236001083519112
-2.02,0.0788401414809863
-2.01,0.0754448742334522
-2.0,0.07217151725927444
-1.99,0.06901734262704091
-1.98,0.06597959382702041
-1.97,0.06305549276965203
-1.96,0.06024224628331556
-1.95,0.057537052133939934
-1.94,0.054937104590600805
-1.93,0.05243959956243938
-1.92,0.05004173933301834
-1.91,0.04774073691865288
-1.9,0.04553382007729015
-1.89,0.0434182349942334
-1.88,0.04139124967039755
-1.87,0.039450157037901445
-1.86,0.03759227782666579
-1.85,0.03581496320432266
-1.84,0.03411559721020846
-1.83,0.03249159900251422
-1.82,0.030940424935867638
-1.81,0.029459570484737494
-1.8,0.028046572026124258
-1.79,0.026699008493074307
-1.78,0.025414502908640686
-1.77,0.024190723808062527
-1.76,0.02302538655516488
-1.75,0.0219162545573184
-1.74,0.020861140381766296
-1.73,0.019857906774747316
-1.72,0.018904467583629733
-1.71,0.017998788581235884
-1.7,0.017138888190693074
-1.69,0.016322838108492478
-1.68,0.015548763822985059
-1.67,0.014814845025278614
-1.66,0.014119315909433069
-1.65,0.013460465358958612
-1.64,0.01283663701690827
-1.63,0.01224622923729434
-1.62,0.011687694916145724
-1.61,0.011159541201234397
-1.6,0.010660329080314107
-1.59,0.010188672848622257
-1.58,0.009743239457363833
-1.57,0.009322747745911013
-1.56,0.00892596756148804
-1.55,0.008551718771147895
-1.54,0.008198870171863697
-1.53,0.007866338305534118
-1.52,0.007553086186619107
-1.51,0.007258121950962448
