nb,N,g,energy
20,3,-1.4154926982168865,0.16934046345811105
20,3,-1.239930832358663,0.4010695187165778
20,3,-1.051009680754289,0.6773618538324424
20,3,-0.8890010648635744,0.9001782531194298
20,3,-0.7404972078850323,1.1051693404634593
20,3,-0.5381197884238276,1.408199643493762
20,3,-0.26768517279302895,1.7023172905525854
20,3,0.13818496040220296,2.1033868092691628
20,3,0.3955997276742318,2.290552584670232
20,3,0.8840986191687081,2.5044563279857406
20,3,1.4811204925139512,2.7718360071301253
20,3,1.7933786433754415,2.8787878787878793
20,3,2.2821684812019543,3.0392156862745106
20,3,2.703192069190915,3.155080213903744
20,3,3.2194520898675014,3.2664884135472376
20,3,3.9124377617304704,3.3957219251336905
20,3,4.469648478641628,3.480392156862746
20,3,5.122119873768084,3.5561497326203217
20,3,5.883405197077347,3.6319073083778974
20,3,6.5087943377964494,3.685383244206774
20,3,7.107125469635869,3.712121212121213
20,3,7.6510253918562166,3.743315508021391
20,3,8.358097715295436,3.7834224598930493
20,3,9.038039293271964,3.8101604278074874
20,3,9.826770553903629,3.8413547237076657
20,3,10.506736377407822,3.863636363636364
20,3,12.02984042563509,3.9171122994652414
20,3,12.505828624851858,3.930481283422461
20,3,13.498707228464635,3.9393939393939403
20,3,14.681985960869657,3.9527629233511594
20,3,15.348447025461684,3.957219251336899
20,3,16.58618121301345,3.9616755793226393
20,3,17.83720194972835,4.024064171122996
20,3,18.721218134102983,4.041889483065955
20,3,19.591681068510102,4.050802139037434
20,3,19.98613155817278,4.050802139037434
20,4,-2.1572118806964866,-1.002673796791444
20,4,-2.0361297155126765,-0.7575757575757578
20,4,-1.887722840644816,-0.5347593582887695
20,4,-1.7935289656469964,-0.3475935828876997
20,4,-1.6318355416159935,-0.06684491978609586
20,4,-1.4833801756927922,0.14705882352941213
20,4,-1.3215412784957685,0.4010695187165778
20,4,-1.1055136269563715,0.6951871657754021
20,4,-0.9163500200752983,0.9269162210338688
20,4,-0.7273803774155843,1.1942959001782532
20,4,-0.4976540027426548,1.4705882352941182
20,4,-0.26787913701438626,1.7379679144385034
20,4,0.01610872858392476,2.040998217468806
20,4,0.2735719869112936,2.219251336898396
20,4,0.6530629860016015,2.468805704099822
20,4,0.8970214854167979,2.6292335115864534
20,4,1.1683289400437191,2.762923351158646
20,4,1.493946376651361,2.9144385026737973
20,4,1.7789525544118119,3.0303030303030307
20,4,2.159195164859889,3.1417112299465253
20,4,2.6073979893668797,3.262032085561498
20,4,3.0828285414472445,3.3778966131907313
20,4,3.544851316726116,3.458110516934047
20,4,4.006971074115667,3.5204991087344037
20,4,4.768207906369592,3.6051693404634593
20,4,5.583900193770256,3.6809269162210345
20,4,6.440470440822486,3.743315508021391
20,4,7.365122129571978,3.7923351158645286
20,4,8.181081117777012,3.8190730837789673
20,4,8.983414119431533,3.850267379679145
20,4,9.636200706417696,3.8680926916221043
20,4,10.642511332359632,3.908199643493762
20,4,11.322525646919171,3.9215686274509807
20,4,12.220216308899658,3.926024955436721
20,4,12.940987355472409,3.9483065953654197
20,4,14.015476405222294,3.9572192513368996
20,4,14.940273567137805,3.979500891265598
20,4,15.973981639346803,3.983957219251338
20,4,16.898827292317662,3.9973262032085572
20,4,17.211667335843227,3.9973262032085572
20,4,18.09558653810718,4.032976827094474
20,4,18.748421616148686,4.041889483065955
20,4,19.4013294307732,4.0374331550802145
20,4,20.01338353127382,4.041889483065955
20,5,-2.6333213075516095,-0.9937611408199629
20,5,-2.5123361244784785,-0.7308377896613178
20,5,-2.431550026282152,-0.5793226381461674
20,5,-2.337162187062974,-0.427807486631016
20,5,-2.2700748120001784,-0.25846702317290493
20,5,-2.162327687034849,-0.06238859180035661
20,5,-2.0138723211116494,0.15151515151515227
20,5,-1.9332801871366811,0.3386809269162212
20,5,-1.8255330621713526,0.5347593582887704
20,5,-1.7175434819293232,0.6862745098039218
20,5,-1.5961461248858049,0.8734402852049916
20,5,-1.4746760312592757,1.047237076648841
20,5,-1.3397981608312541,1.2566844919786098
20,5,-1.2591575358009468,1.4349376114082002
20,5,-1.0836441609980625,1.6755793226381468
20,5,-0.8810970228431669,1.9474153297682717
20,5,-0.7460736792491263,2.1301247771836014
20,5,-0.5974728401599068,2.3172905525846703
20,5,-0.42174125560799247,2.5178253119429597
20,5,-0.24615514422209728,2.745098039215687
20,5,-0.029642582129301154,2.9500891265597153
20,5,0.282203394761801,3.1327985739750455
20,5,0.6350970499981576,3.2709447415329773
20,5,1.1782211153330637,3.4447415329768276
20,5,1.7216846180553533,3.5561497326203213
20,5,2.2381143574256273,3.6363636363636367
20,5,3.0808888992336483,3.7344028520499117
20,5,3.8695474232823015,3.778966131907309
20,5,4.6310024652852535,3.8235294117647065
20,5,5.338123279779812,3.854723707664885
20,5,6.099699549421113,3.8770053475935837
20,5,6.77964112739764,3.903743315508022
20,5,7.82685395851881,3.926024955436721
20,5,8.520470014101196,3.9393939393939403
20,5,9.037311927441863,3.9438502673796796
20,5,9.907774861848985,3.952762923351159
20,5,10.506251466854422,3.9527629233511594
20,5,11.213517754515003,3.957219251336899
20,5,11.948011769748952,3.957219251336899
20,5,12.437601709988577,3.9705882352941186
20,5,13.063354533622729,3.957219251336899
20,5,14.097038360304055,3.9661319073083785
20,5,14.8586631210007,3.979500891265598
20,5,15.538725926615573,3.983957219251338
20,5,16.35480614245896,3.9884135472370774
20,5,17.170837867247005,4.001782531194297
20,5,17.878007172796902,4.024064171122995
20,5,18.666762678956243,4.050802139037433
20,5,19.183580346769233,4.059714795008913
20,5,19.945156616410536,4.081996434937611
