nb,N,g,energy
0,1,-0.7834602829162138,-0.9982174688057031
0,1,-0.6620629258726938,-0.8110516934046341
0,1,-0.5000058189266419,-0.5971479500891261
0,1,-0.32434697095773757,-0.38324420677361726
0,1,-0.08101885526195929,-0.10695187165775355
0,1,0.06767896593794287,0.06238859180035661
0,1,0.29745383166621053,0.3297682709447418
0,1,0.4598503759996433,0.4812834224598932
0,1,0.7035664201381424,0.6862745098039227
0,1,0.9879907052345116,0.9090909090909092
0,1,1.231900713594368,1.0784313725490202
0,1,1.4622574719867147,1.238859180035651
0,1,1.6791337169945626,1.3770053475935833
0,1,1.9368636761263014,1.5062388591800362
0,1,2.3438006125390105,1.7112299465240648
0,1,2.6287098081887796,1.8449197860962574
0,1,3.0358891998781887,2.0053475935828886
0,1,3.415962091632575,2.1479500891265606
0,1,3.8640921795565566,2.2816399286987528
0,1,4.244359035532304,2.3885918003565068
0,1,4.624674382563392,2.486631016042782
0,1,5.0322417026955195,2.5757575757575766
0,1,5.439881759410658,2.6515151515151523
0,1,5.874701052643826,2.731729055258468
0,1,6.48627024259105,2.8253119429590026
0,1,6.9347640134300805,2.8921568627450984
0,1,7.519250948969952,2.963458110516935
0,1,8.334894745315278,3.04812834224599
0,1,9.09620431415221,3.119429590017826
0,1,9.884765856090187,3.181818181818183
0,1,10.618993170519765,3.23083778966132
0,1,11.298837766385613,3.275401069518717
0,1,12.196285973089402,3.3244206773618545
0,1,12.903334051000954,3.368983957219252
0,1,13.63770683859655,3.391265597147951
0,1,14.372031135136812,3.4224598930481296
0,1,15.459903716160518,3.471479500891266
0,1,16.221479985801817,3.4937611408199647
0,1,17.241465089349617,3.5204991087344037
0,1,17.98936688138506,3.5561497326203213
0,1,18.424574103060948,3.565062388591801
0,1,19.05018145352908,3.57843137254902
0,1,19.974857387806246,3.6229946524064176
0,2,-1.3682866558434634,-1.0071301247771824
0,2,-1.2336027496368027,-0.762032085561497
0,2,-1.1260010978374924,-0.5392156862745097
0,2,-0.9639682364191113,-0.32085561497326154
0,2,-0.8426193704309304,-0.12477718360071233
0,2,-0.6533102903838355,0.08021390374331627
0,2,-0.5047579423499551,0.2762923351158655
0,2,-0.30194410339069044,0.49910873440285286
0,2,-0.12618827331110527,0.6951871657754021
0,2,0.04951906571313813,0.9001782531194298
0,2,0.25223592256172367,1.1408199643493768
0,2,0.401127707982984,1.2745098039215685
0,2,0.9027434299469101,1.5775401069518717
0,2,1.2688751432910665,1.7825311942959008
0,2,1.689462311781969,1.9786096256684496
0,2,2.2459214173353574,2.2014260249554374
0,2,2.9383736875895865,2.4286987522281644
0,2,3.739712622609633,2.6426024955436724
0,2,4.3918688258763785,2.7762923351158655
0,2,5.288783630971429,2.923351158645277
0,2,6.0770784721050335,3.034759358288771
0,2,7.273280070758145,3.1729055258467027
0,2,8.088996603686486,3.244206773618539
0,2,8.959192837289233,3.3021390374331556
0,2,10.019764954156557,3.3689839572192524
0,2,10.754040759641473,3.40909090909091
0,2,11.515544292699769,3.4447415329768276
0,2,12.249844343712358,3.480392156862746
0,2,13.310586179273372,3.5160427807486636
0,2,14.153772895051777,3.5383244206773625
0,2,14.969731883256816,3.565062388591801
0,2,15.67690118880671,3.5873440285205
0,2,16.57447062314885,3.614081996434938
0,2,17.444909312028305,3.6274509803921577
0,2,18.01610969840503,3.640819964349377
0,2,18.777734459101673,3.6541889483065964
0,2,19.97459068700187,3.672014260249555
0,3,-1.857973578193767,-1.0026737967914423
0,3,-1.763949421889639,-0.784313725490196
0,3,-1.6698040379471593,-0.5882352941176467
0,3,-1.5084258057758673,-0.24955436720142554
0,3,-1.3872224129537063,-0.026737967914438165
0,3,-1.212193948704222,0.30303030303030365
0,3,-1.023563743431887,0.6327985739750455
0,3,-0.9157196363558784,0.811051693404635
0,3,-0.740254752608335,1.0606060606060614
0,3,-0.5647413778054515,1.3012477718360076
0,3,-0.4027812529700787,1.5329768270944748
0,3,-0.14594837836212804,1.8270944741532986
0,3,0.12475293807304322,2.072192513368984
0,3,0.40949241502912326,2.237076648841355
0,3,0.992767074185493,2.5311942959001787
0,3,1.33203474287133,2.6737967914438507
0,3,1.7664903531894511,2.820855614973263
0,3,2.1603104591327087,2.9367201426024963
0,3,2.6765704798092935,3.0481283422459904
0,3,3.2743682100399747,3.1729055258467027
0,3,3.9810768505641443,3.279857397504457
0,3,4.932641075027301,3.3823529411764715
0,3,5.802716080991698,3.4625668449197873
0,3,6.754474269676217,3.529411764705883
0,3,7.543108548197199,3.57843137254902
0,3,8.359019045346894,3.6140819964349378
0,3,9.528526318035375,3.6586452762923356
0,3,10.262923351158648,3.6764705882352953
0,3,11.133337794510425,3.694295900178254
0,3,11.840507100060321,3.716577540106953
0,3,12.738125025457801,3.7344028520499117
0,3,13.418115094489668,3.7522281639928705
0,3,14.070950172531173,3.7611408199643503
0,3,15.131813235730537,3.7745098039215694
0,3,15.703037867634936,3.7834224598930493
0,3,16.41025566424017,3.7967914438502683
0,3,17.226287389028222,3.810160427807488
0,3,17.579932655622347,3.810160427807488
0,3,18.096750323435337,3.8190730837789673
0,3,18.58641300025797,3.8190730837789673
0,3,19.076051431552937,3.8235294117647065
0,3,19.960116106982905,3.8324420677361863
0,4,-1.9259580377803518,-1.0071301247771824
0,4,-1.8049486091795508,-0.7486631016042766
0,4,-1.6975651671292713,-0.48573975044563156
0,4,-1.5899150242746218,-0.27183600713012446
0,4,-1.4956969037491339,-0.08912655971479477
0,4,-1.3610372430701432,0.16042780748663166
0,4,-1.1588295423026267,0.4946524064171127
0,4,-0.9700781093919417,0.8021390374331556
0,4,-0.8079967569182198,1.0115864527629235
0,4,-0.6595656365226885,1.2299465240641716
0,4,-0.4704990117522927,1.479500891265598
0,4,-0.2677821549037054,1.7201426024955442
0,4,0.01625420174994563,2.014260249554368
0,4,0.23296072806410173,2.1836007130124786
0,4,0.3955512366188927,2.2994652406417115
0,4,0.626004977121922,2.442067736185384
0,4,0.8972639406934979,2.584670231729056
0,4,1.1549696542975676,2.7183600713012486
0,4,1.6300122779352089,2.905525846702318
0,4,2.118850606817065,3.0570409982174698
0,4,2.9611402380716845,3.244206773618539
0,4,3.6269951644719614,3.360071301247772
0,4,4.279466559598416,3.4358288770053482
0,4,5.258258511634941,3.533868092691623
0,4,6.346009865020297,3.6051693404634584
0,4,7.297865035815492,3.654188948306596
0,4,8.331403389330802,3.689839572192514
0,4,8.88897778915701,3.7076648841354736
0,4,10.017776820887619,3.7344028520499117
0,4,10.861012027721365,3.747771836007131
0,4,11.595457551899976,3.7566844919786107
0,4,12.302675348505215,3.7700534759358297
0,4,12.955486181019047,3.783422459893049
0,4,13.771542151334764,3.792335115864528
0,4,14.50598767551337,3.801247771836008
0,4,15.376426364392824,3.814616755793227
0,4,16.002082205916295,3.819073083778967
0,4,16.79091044865864,3.832442067736186
0,4,17.606966418974356,3.8413547237076653
0,4,18.096629095796988,3.8413547237076657
0,4,18.61347100913765,3.8458110516934054
0,4,19.048702476341212,3.850267379679145
0,4,19.524714921085657,3.8591800356506245
0,4,19.973548129312068,3.863636363636364
0,5,-2.266001563351625,-1.0071301247771833
0,5,-2.212855366699059,-0.7754010695187166
0,5,-2.145719500580923,-0.6149732620320849
0,5,-2.051525625583105,-0.427807486631016
0,5,-1.9439724648391365,-0.19607843137254832
0,5,-1.8769820718870207,-0.008912655971479388
0,5,-1.7966323931887533,0.22281639928698826
0,5,-1.6753320182559124,0.427807486631016
0,5,-1.5136870852802504,0.7174688057041001
0,5,-1.40615817006395,0.953654188948307
0,5,-1.2579937504727887,1.2210338680926922
0,5,-1.1772076522764614,1.3725490196078436
0,5,-1.0693635452004528,1.5508021390374336
0,5,-0.8808788130941378,1.907308377896614
0,5,-0.7324234471709348,2.1212121212121215
0,5,-0.5840650633584126,2.3529411764705888
0,5,-0.32718369769512456,2.6381461675579327
0,5,-0.02966682765697204,2.9545454545454546
0,5,0.47221559511132405,3.208556149732621
0,5,1.0153396604462346,3.3823529411764715
0,5,1.925734978925786,3.551693404634582
0,5,2.6733215791015175,3.645276292335117
0,5,4.168955444478711,3.747771836007131
0,5,5.284031507548117,3.7967914438502683
0,5,6.236007905981663,3.8235294117647065
0,5,7.732029699801575,3.854723707664885
0,5,8.820096245046642,3.868092691622105
0,5,10.125742155601973,3.8903743315508033
0,5,11.159425982283306,3.8992869875222826
0,5,3.353093438384355,3.7032085561497334
0,5,11.676243650096303,3.9081996434937616
0,5,12.601137794122494,3.912655971479502
0,5,13.580438902240093,3.9171122994652414
0,5,14.50530880073861,3.926024955436721
0,5,15.64785504665809,3.926024955436721
0,5,16.491114499019513,3.9349376114082006
0,5,17.52482257122851,3.9393939393939403
0,5,18.286520068508164,3.9393939393939403
0,5,18.85776894594023,3.94385026737968
0,5,19.64666992526558,3.94385026737968
0,5,20.000315191859706,3.94385026737968
20,1,-0.8106152739065751,-1.0071301247771824
20,1,-0.7163001712704071,-0.8422459893048124
20,1,-0.48659804212515034,-0.5614973262032086
20,1,-0.32439546201307845,-0.37433155080213787
20,1,-0.13532883724268263,-0.12477718360071233
20,1,0.040426992836901654,0.07130124777183688
20,1,0.29750232272154964,0.3208556149732624
20,1,0.48685989382398365,0.5169340463458116
20,1,0.8523612234487201,0.8377896613190732
20,1,1.1909015263044553,1.1140819964349387
20,1,1.4618695435439948,1.310160427807487
20,1,1.7192358197606863,1.5062388591800362
20,1,2.112425541984524,1.7379679144385034
20,1,2.3564325324550603,1.8894830659536552
20,1,2.6276914960266415,2.0320855614973268
20,1,2.980463923624648,2.192513368983958
20,1,3.3332363512226513,2.3529411764705888
20,1,3.821929206938486,2.5311942959001787
20,1,4.351427285722877,2.7094474153297687
20,1,5.003316788185251,2.8921568627450984
20,1,5.6010417818329215,3.030303030303031
20,1,6.212465498614125,3.1506238859180047
20,1,7.218073004253635,3.319964349376115
20,1,7.87049590832475,3.40463458110517
20,1,8.386949893222695,3.480392156862746
20,1,9.175438698577658,3.5561497326203217
20,1,9.909569030896563,3.622994652406418
20,1,10.6165443722251,3.6809269162210345
20,1,11.269136994989903,3.7344028520499117
20,1,11.97613658184611,3.787878787878789
20,1,12.83287654759203,3.8190730837789673
20,1,13.3904024563629,3.8458110516934054
20,1,14.043092061238383,3.881461675579323
20,1,14.42384382776753,3.8992869875222826
20,1,15.02217495960695,3.926024955436721
20,1,15.702140783111147,3.9483065953654197
20,1,16.38213085214301,3.966131907308379
20,1,17.04847068909669,3.992869875222817
20,1,17.578817361349525,4.015151515151516
20,1,18.435581572623114,4.041889483065955
20,1,18.911594017367555,4.050802139037433
20,1,19.46914417166609,4.073083778966132
20,1,19.98596183947909,4.081996434937611
20,2,-1.4907265705767916,-1.0026737967914423
20,2,-1.3156011242166272,-0.690730837789661
20,2,-1.2075872984469287,-0.5436720142602489
20,2,-1.0590834414683883,-0.3386809269162203
20,2,-0.856512057785821,-0.071301247771836
20,2,-0.7082021650286396,0.16934046345811105
20,2,-0.5189900670922238,0.3921568627450984
20,2,-0.3297294781004698,0.6060606060606064
20,2,-0.059149389303650324,0.8734402852049916
20,2,0.17077094959063732,1.1140819964349387
20,2,0.5094567256123943,1.3636363636363642
20,2,0.8753944747351889,1.6042780748663108
20,2,1.092294965270706,1.7379679144385034
20,2,1.526289910563098,1.9696969696969702
20,2,2.068904819816935,2.237076648841355
20,2,2.4353032339654623,2.3930481283422465
20,2,2.9239718441536278,2.5757575757575766
20,2,3.4399166729705017,2.745098039215687
20,2,4.091830420960547,2.923351158645277
20,2,4.784597883074487,3.0926916221033873
20,2,5.572723005514402,3.2352941176470593
20,2,6.40175033313355,3.3600713012477725
20,2,6.945432045604867,3.431372549019609
20,2,7.815410069458587,3.529411764705883
20,2,8.794202021495117,3.6274509803921577
20,2,9.664398255097861,3.6853832442067747
20,2,10.49376502010439,3.7477718360071313
20,2,11.241618321084491,3.7923351158645286
20,2,12.247880455971089,3.8413547237076653
20,2,12.900642797429587,3.863636363636364
20,2,13.689374058061247,3.8948306595365425
20,2,14.42364986354617,3.9349376114082006
20,2,15.348374288878674,3.9705882352941186
20,2,15.919647411838412,3.9705882352941186
20,2,16.436416588596067,3.988413547237078
20,2,17.30680678642018,4.010695187165776
20,2,17.93241413688831,4.024064171122996
20,2,18.721242379630652,4.037433155080215
20,2,19.210880810925616,4.041889483065955
20,2,19.999709053667956,4.055258467023174
20,3,-2.075625680087052,-0.9982174688057031
20,3,-1.9679755372324026,-0.784313725490196
20,3,-1.833412858664091,-0.5169340463458107
20,3,-1.71225795689727,-0.285204991087344
20,3,-1.5639480641400896,-0.04456327985739694
