nb,N,g,energy
0,2,0.8984084616296233,1.474009900990099
0,2,1.0759381161184676,1.5519801980198022
0,2,1.2398996972602596,1.6336633663366333
0,2,1.471802648164708,1.707920792079208
0,2,1.8401270214072536,1.826732673267327
0,2,2.2901291761385068,1.9529702970297032
0,2,2.753598401189411,2.0643564356435644
0,2,3.4075930035876265,2.1868811881188117
0,2,4.170300531141255,2.298267326732673
0,2,5.014517501804587,2.3985148514851486
0,2,5.531787672782512,2.4430693069306932
0,2,5.994549876641637,2.4764851485148514
0,2,6.702244421939472,2.5210396039603964
0,2,7.328328521100204,2.5655940594059405
0,2,8.1312015858822,2.6064356435643568
0,2,8.593795451362325,2.621287128712871
0,2,9.369397698747022,2.6547029702970297
0,2,9.886432195994356,2.673267326732673
0,2,10.811586259278808,2.6992574257425743
0,2,11.491807981124552,2.714108910891089
0,2,12.035944957390189,2.721534653465347
0,2,13.015539652441845,2.7512376237623766
0,2,13.58681277540159,2.7512376237623766
0,2,14.34864494338444,2.7660891089108914
0,2,14.78396799146726,2.7735148514851486
0,2,15.436986231267301,2.7883663366336635
0,2,16.334768474127063,2.7957920792079216
0,2,16.97411763755265,2.8032178217821784
0,2,17.477449390749737,2.810643564356436
0,2,17.96714573524817,2.814356435643565
0,2,18.647266454066514,2.8180693069306932
0,2,19.30028469386656,2.832920792079208
0,2,20.021176968077665,2.832920792079208
0,3,-2.850655576983159,-0.9727722772277225
0,3,-2.7541640181428377,-0.8316831683168315
0,3,-2.685212618106206,-0.7277227722772279
0,3,-2.629593617686033,-0.5940594059405946
0,3,-2.5197696592292527,-0.48267326732673244
0,3,-2.3956706062336375,-0.2970297029702973
0,3,-2.3130164621467593,-0.1819306930693081
0,3,-2.230092976653486,-0.037128712871287384
0,3,-2.106263265064263,0.11881188118811803
0,3,-2.0097717062239404,0.2599009900990099
0,3,-1.8722055829086708,0.4306930693069293
0,3,-1.7349761363513938,0.5643564356435644
0,3,-1.5975446837393212,0.7202970297029703
0,3,-1.4601132311272487,0.8762376237623766
0,3,-1.3227491138667746,1.0247524752475248
0,3,-1.1307423587843015,1.1992574257425743
0,3,-0.9798101681767726,1.3440594059405941
0,3,-0.7743363427746477,1.5037128712871288
0,3,-0.5826325967743671,1.6448019801980198
0,3,-0.4046315948243331,1.7747524752475248
0,3,-0.17229096413449696,1.897277227722772
0,3,0.07358407222659125,2.0123762376237626
0,3,0.27851921481593056,2.112623762376238
0,3,0.5924366239670729,2.231435643564357
0,3,0.9470919208351747,2.342821782178218
0,3,1.3015788793242784,2.435643564356436
0,3,1.5604833062196306,2.487623762376238
0,3,1.914700923302341,2.550742574257426
0,3,2.2687165343302578,2.5915841584158423
0,3,2.7044099268468766,2.6398514851485153
0,3,3.2216800978248,2.68440594059406
0,3,3.6708742283368725,2.721534653465347
0,3,4.0927638737758425,2.7475247524752477
0,3,4.609832038698974,2.76980198019802
0,3,5.099595718549004,2.7809405940594063
0,3,5.630332959846584,2.8106435643564356
0,3,6.160969198116765,2.8292079207920793
0,3,6.813987437916806,2.8440594059405937
0,3,7.548515120826554,2.847772277227723
0,3,8.174296210905094,2.858910891089109
0,3,8.908891229166443,2.8700495049504955
0,3,9.561976804318078,2.8923267326732676
0,3,10.133283594953621,2.896039603960396
0,3,10.622979939452051,2.8997524752475243
0,3,11.24872736185479,2.907178217821782
0,3,11.820000484814528,2.9071782178217824
0,3,12.336866643682868,2.907178217821783
0,3,13.017021030177009,2.9146039603960396
0,3,13.47954756030554,2.9220297029702973
0,3,14.18680442581799,2.9183168316831685
0,3,14.785314698499228,2.9220297029702973
0,3,15.220570411230458,2.9220297029702973
0,3,15.900691130048802,2.925742574257426
0,3,16.526438552451545,2.9331683168316833
0,3,17.07057552871718,2.9405940594059405
0,3,17.69628928344412,2.9443069306930694
0,3,18.321969370495264,2.9443069306930694
0,3,18.811665714993694,2.948019801980198
0,3,19.30132839181633,2.948019801980198
0,3,19.831762624031708,2.9443069306930694
0,3,20.03578873937448,2.9443069306930694
20,1,-1.2048785808939977,-0.9764851485148514
20,1,-1.0540810609896676,-0.8465346534653468
20,1,-0.917019952811386,-0.7314356435643559
20,1,-0.7661550975554574,-0.5940594059405946
20,1,-0.6153912453269275,-0.467821782178218
20,1,-0.4372219049978989,-0.31930693069306937
20,1,-0.1769707710705779,-0.11881188118811892
20,1,0.09674743317639578,0.06683168316831711
20,1,0.34332949072926855,0.2599009900990099
20,1,0.6306157683232971,0.44183168316831933
20,1,0.890597560844224,0.6126237623762374
20,1,1.1503773473103562,0.761138613861386
20,1,1.437394283497989,0.9133663366336631
20,1,1.737979293032673,1.0618811881188122
20,1,1.915744621252113,1.1658415841584158
20,1,2.243398442129303,1.299504950495049
20,1,2.5027405488100474,1.3997524752475243
20,1,2.762183658518193,1.511138613861386
20,1,3.0622973205916875,1.6076732673267324
20,1,3.3897154677382844,1.7153465346534653
20,1,3.7307016882319335,1.8193069306930694
20,1,4.098891390771286,1.9232673267326734
20,1,4.589564097867893,2.034653465346535
20,1,5.066500393238453,2.1311881188118815
20,1,5.747732145358169,2.2574257425742577
20,1,6.292609810491385,2.346534653465347
20,1,6.864589954642906,2.4245049504950495
20,1,7.708773257630442,2.521039603960396
20,1,8.362161841864271,2.576732673267327
20,1,9.042821243495405,2.6398514851485153
20,1,9.777887609217942,2.702970297029703
20,1,10.64883671446579,2.7512376237623766
20,1,11.43814170590073,2.7957920792079207
20,1,12.281853661427078,2.8403465346534653
20,1,12.853328790441612,2.862623762376238
20,1,13.560888665036249,2.8923267326732676
20,1,14.105126644329285,2.9108910891089113
20,1,14.867093483015328,2.9405940594059405
20,1,15.220839752636852,2.951732673267327
20,1,15.68336628276538,2.9591584158415847
20,1,16.336384522565428,2.974009900990099
20,1,16.989369094689664,2.9851485148514856
20,1,17.615352190822996,3.0185643564356437
20,1,18.13235302039453,3.0334158415841586
20,1,18.812574742240272,3.0482673267326734
20,1,19.2751349400446,3.0594059405940595
20,1,19.710457988127427,3.066831683168317
20,1,20.050501513698716,3.066831683168317
20,2,-2.1980750169685077,-1.006188118811881
20,2,-2.0743126407308843,-0.8576732673267324
20,2,-1.9782587616759502,-0.7648514851485135
20,2,-1.799921082967927,-0.5977722772277225
20,2,-1.6900634568353468,-0.48267326732673244
20,2,-1.580239498378564,-0.3712871287128703
20,2,-1.4840509486204319,-0.26361386138613785
20,2,-1.346956172766352,-0.14480198019801893
20,2,-1.1960913175104242,-0.007425742574257654
20,2,-1.0039162240489574,0.18564356435643603
20,2,-0.7984087309710306,0.34900990099009865
20,2,-0.5380229263405134,0.5643564356435644
20,2,-0.38719173876038404,0.6980198019801982
20,2,-0.09966978743576327,0.9059405940594059
20,2,0.13304118768786477,1.0693069306930694
20,2,0.4749701031038889,1.277227722772277
20,2,0.7893588597162218,1.4480198019801982
20,2,1.0490039754791596,1.5816831683168315
20,2,1.4450031782285961,1.7524752475247527
20,2,1.8680038569689383,1.9009900990099013
20,2,2.2499299712343372,2.01980198019802
20,2,2.727135608011288,2.1460396039603964
20,2,3.108792380870293,2.2351485148514856
20,2,3.6129994936381546,2.339108910891089
20,2,4.457519473383682,2.472772277227723
20,2,5.3561434081384185,2.573019801980198
20,2,6.186522964048308,2.6472772277227725
20,2,7.0984792984195035,2.717821782178218
20,2,7.792572102694493,2.7623762376237626
20,2,8.581809758777833,2.7995049504950495
20,2,9.398250896906884,2.8366336633663365
20,2,10.309836886844288,2.8663366336633667
20,2,11.221355541430096,2.8886138613861387
20,2,11.847203966860235,2.907178217821783
20,2,12.35063672308473,2.925742574257426
20,2,12.97645148083905,2.9405940594059405
20,2,13.6565721996574,2.9443069306930694
20,2,14.3775991445717,2.9591584158415847
20,2,15.098592421810192,2.9702970297029707
20,2,15.887527068811345,2.9740099009900995
20,2,16.63572382809554,2.9851485148514856
20,2,17.86014986155852,3.0148514851485153
20,2,18.594711212144066,3.022277227722772
20,2,19.274865598638208,3.0297029702970297
20,2,20.03673143429684,3.0482673267326734
20,3,-3.32644717137655,-1.0030693069306937
20,3,-3.2302249539426198,-0.8316831683168315
20,3,-3.092793501330548,-0.6757425742574261
20,3,-2.886612654736639,-0.4381188118811874
20,3,-2.6938988784623827,-0.18564356435643603
20,3,-2.515729538133356,-0.037128712871287384
20,3,-2.3372235210463383,0.14851485148514865
20,3,-2.2544683739320597,0.27475247524752433
20,3,-2.0899007746258835,0.423267326732673
20,3,-1.9387665779635626,0.5903465346534653
20,3,-1.6784144410088446,0.8019801980198018
20,3,-1.404224889300683,1.0396039603960396
20,3,-1.1300353375925196,1.277227722772277
20,3,-0.9520680033182867,1.4034653465346536
20,3,-0.6918168693909648,1.603960396039604
20,3,-0.25440642540859226,1.8415841584158419
20,3,0.08732048395263803,2.027227722772277
20,3,0.7153573083097218,2.2871287128712874
20,3,1.2609419946347185,2.4542079207920793
20,3,2.0784604983893384,2.610148514851485
20,3,2.7864917204451665,2.691831683168317
20,3,3.167744481194582,2.7363861386138613
20,3,4.59670164513731,2.821782178217822
20,3,5.209015664896196,2.847772277227723
20,3,5.753253644189229,2.8663366336633667
20,3,6.351898587573665,2.88490099009901
20,3,7.005017830401103,2.910891089108911
20,3,7.60359543843394,2.9220297029702973
20,3,8.392530085435094,2.925742574257426
20,3,9.127125103696443,2.9368811881188126
20,3,10.242669873625012,2.9591584158415842
20,3,11.222062562621879,2.9665841584158414
20,3,11.956556577855828,2.966584158415842
20,3,12.79993185662418,2.974009900990099
20,3,13.942545437895255,2.9814356435643568
20,3,14.731513752572209,2.9888613861386144
20,3,15.819518363697089,2.974009900990099
20,3,17.179860804361173,2.992574257425743
20,3,18.431355649166658,3.0074257425742577
20,3,19.193086814122104,3.0111386138613865
20,3,20.050131169264926,3.025990099009901
