-3.500000000000000000e+00,3.234853952218618399e-03
-3.430000000000000160e+00,4.659787928150652125e-03
-3.359999999999999876e+00,6.679808374238475899e-03
-3.290000000000000036e+00,9.489832993471773726e-03
-3.219999999999999751e+00,1.332542656225945560e-02
-3.149999999999999911e+00,1.846879261644479575e-02
-3.080000000000000071e+00,2.525528583081653594e-02
-3.009999999999999787e+00,3.407849754421094640e-02
-2.939999999999999947e+00,4.539092206103912536e-02
-2.870000000000000107e+00,5.969671077312770774e-02
-2.799999999999999822e+00,7.753340274388736963e-02
-2.729999999999999982e+00,9.944088489917105034e-02
-2.660000000000000142e+00,1.259179589455430293e-01
-2.589999999999999858e+00,1.573692622073341874e-01
-2.520000000000000018e+00,1.940472701630873986e-01
-2.450000000000000178e+00,2.359951936119270011e-01
-2.379999999999999893e+00,2.829966286440123158e-01
-2.309999999999999609e+00,3.345371312771481254e-01
-2.239999999999999769e+00,3.897821032913179051e-01
-2.169999999999999929e+00,4.475751144132348869e-01
-2.099999999999999645e+00,5.064612507547476827e-01
-2.029999999999999805e+00,5.647407675544813266e-01
-1.959999999999999964e+00,6.205580655858606853e-01
-1.889999999999999902e+00,6.720284048544235000e-01
-1.819999999999999840e+00,7.173989128416583538e-01
-1.749999999999999778e+00,7.552316529928627675e-01
-1.679999999999999716e+00,7.845866733067664578e-01
-1.609999999999999876e+00,8.051751932428826697e-01
-1.539999999999999813e+00,8.174508218364279211e-01
-1.469999999999999751e+00,8.226122609711318256e-01
-1.399999999999999911e+00,8.225044031423972557e-01
-1.329999999999999627e+00,8.194234517995468980e-01
-1.259999999999999787e+00,8.158509648539566950e-01
-1.189999999999999947e+00,8.141563026724886187e-01
-1.119999999999999662e+00,8.163129534043215285e-01
-1.049999999999999822e+00,8.236704837669401869e-01
-9.799999999999995381e-01,8.368123698594089888e-01
-9.099999999999996980e-01,8.555147352468157607e-01
-8.399999999999998579e-01,8.788063476318308531e-01
-7.699999999999995737e-01,9.051188278485853278e-01
-6.999999999999997335e-01,9.325081974456242984e-01
-6.299999999999998934e-01,9.589230006832640818e-01
-5.599999999999996092e-01,9.824883583473966731e-01
-4.899999999999997691e-01,1.001769083057441279e+00
-4.199999999999999289e-01,1.015970589703345528e+00
-3.499999999999996447e-01,1.025037880604019902e+00
-2.799999999999998046e-01,1.029624311819081761e+00
-2.099999999999995204e-01,1.030924289352367129e+00
-1.399999999999996803e-01,1.030394053249679143e+00
-6.999999999999984013e-02,1.029414451380369133e+00
4.440892098500626162e-16,1.028969285571798453e+00
7.000000000000028422e-02,1.029414451380368689e+00
1.400000000000005684e-01,1.030394053249679143e+00
2.100000000000004086e-01,1.030924289352366907e+00
2.800000000000002487e-01,1.029624311819082205e+00
3.500000000000005329e-01,1.025037880604020346e+00
4.200000000000003730e-01,1.015970589703346416e+00
4.900000000000002132e-01,1.001769083057442167e+00
5.600000000000004974e-01,9.824883583473977833e-01
6.300000000000007816e-01,9.589230006832665243e-01
7.000000000000001776e-01,9.325081974456275180e-01
7.700000000000004619e-01,9.051188278485905458e-01
8.400000000000007461e-01,8.788063476318370704e-01
9.100000000000001421e-01,8.555147352468230881e-01
9.800000000000004263e-01,8.368123698594180926e-01
1.050000000000000711e+00,8.236704837669490686e-01
1.120000000000000107e+00,8.163129534043311875e-01
1.190000000000000391e+00,8.141563026724973895e-01
1.260000000000000675e+00,8.158509648539660208e-01
1.330000000000000071e+00,8.194234517995558909e-01
1.400000000000000355e+00,8.225044031424035840e-01
1.470000000000000639e+00,8.226122609711359335e-01
1.540000000000000924e+00,8.174508218364292533e-01
1.610000000000000320e+00,8.051751932428824476e-01
1.680000000000000604e+00,7.845866733067640153e-01
1.750000000000000888e+00,7.552316529928573274e-01
1.820000000000000284e+00,7.173989128416522476e-01
1.890000000000000568e+00,6.720284048544157285e-01
1.960000000000000853e+00,6.205580655858513595e-01
2.030000000000000249e+00,5.647407675544712236e-01
2.100000000000000533e+00,5.064612507547365805e-01
2.170000000000000817e+00,4.475751144132238957e-01
2.240000000000000213e+00,3.897821032913073025e-01
2.310000000000000497e+00,3.345371312771375782e-01
2.380000000000000782e+00,2.829966286440026013e-01
2.450000000000000178e+00,2.359951936119188409e-01
2.520000000000000462e+00,1.940472701630796271e-01
2.590000000000000746e+00,1.573692622073271652e-01
2.660000000000000142e+00,1.259179589455375337e-01
2.730000000000000426e+00,9.944088489916631801e-02
2.800000000000000711e+00,7.753340274388295650e-02
2.870000000000000995e+00,5.969671077312445340e-02
2.940000000000000391e+00,4.539092206103652327e-02
3.010000000000000675e+00,3.407849754420886473e-02
3.080000000000000959e+00,2.525528583081494000e-02
3.150000000000000355e+00,1.846879261644363002e-02
3.220000000000000639e+00,1.332542656225851538e-02
3.290000000000000924e+00,9.489832993471107592e-03
3.360000000000000320e+00,6.679808374238015330e-03
3.430000000000000604e+00,4.659787928150330334e-03
3.500000000000000000e+00,3.234853952218386380e-03
