-3.500000000000000000e+00,2.616513271588067572e-03
-3.430000000000000160e+00,3.752124609034381431e-03
-3.359999999999999876e+00,5.349204695938141081e-03
-3.290000000000000036e+00,7.577260590417342345e-03
-3.219999999999999751e+00,1.064943857190661126e-02
-3.149999999999999911e+00,1.482579610605556583e-02
-3.080000000000000071e+00,2.041545764586721531e-02
-3.009999999999999787e+00,2.777754788278644082e-02
-2.939999999999999947e+00,3.732037694325253396e-02
-2.870000000000000107e+00,4.949766008898312530e-02
-2.799999999999999822e+00,6.479976844364825073e-02
-2.729999999999999982e+00,8.373743653969298317e-02
-2.660000000000000142e+00,1.068153620492501010e-01
-2.589999999999999858e+00,1.344940201458428297e-01
-2.520000000000000018e+00,1.671398735879482123e-01
-2.450000000000000178e+00,2.049667855147006557e-01
-2.379999999999999893e+00,2.479743268644802878e-01
-2.309999999999999609e+00,2.958911097724007955e-01
-2.239999999999999769e+00,3.481325727831498518e-01
-2.169999999999999929e+00,4.037823290412291266e-01
-2.099999999999999645e+00,4.616042049666869151e-01
-2.029999999999999805e+00,5.200888172395515818e-01
-1.959999999999999964e+00,5.775346250989102925e-01
-1.889999999999999902e+00,6.321595464550150423e-01
-1.819999999999999840e+00,6.822358902792847735e-01
-1.749999999999999778e+00,7.262385986541447513e-01
-1.679999999999999716e+00,7.629943706713672169e-01
-1.609999999999999876e+00,7.918169138364234971e-01
-1.539999999999999813e+00,8.126114758418615525e-01
-1.469999999999999751e+00,8.259307322135756024e-01
-1.399999999999999911e+00,8.329653991080043784e-01
-1.329999999999999627e+00,8.354580567378315781e-01
-1.259999999999999787e+00,8.355383828697970916e-01
-1.189999999999999947e+00,8.354916480942599089e-01
-1.119999999999999662e+00,8.374874624050370198e-01
-1.049999999999999822e+00,8.433084783623756575e-01
-9.799999999999995381e-01,8.541247602418907681e-01
-9.099999999999996980e-01,8.703556634681799409e-01
-8.399999999999998579e-01,8.916467071079217099e-01
-7.699999999999995737e-01,9.169666428823396442e-01
-6.999999999999997335e-01,9.448050707594011222e-01
-6.299999999999998934e-01,9.734301050706741787e-01
-5.599999999999996092e-01,1.001154452711174869e+00
-4.899999999999997691e-01,1.026559706761378754e+00
-4.199999999999999289e-01,1.048641773952466938e+00
-3.499999999999996447e-01,1.066860829187052495e+00
-2.799999999999998046e-01,1.081100917386525584e+00
-2.099999999999995204e-01,1.091561578242576713e+00
-1.399999999999996803e-01,1.098613173134779020e+00
-6.999999999999984013e-02,1.102648524718576217e+00
4.440892098500626162e-16,1.103958195642848139e+00
7.000000000000028422e-02,1.102648524718576661e+00
1.400000000000005684e-01,1.098613173134778798e+00
2.100000000000004086e-01,1.091561578242576491e+00
2.800000000000002487e-01,1.081100917386524474e+00
3.500000000000005329e-01,1.066860829187050719e+00
4.200000000000003730e-01,1.048641773952465828e+00
4.900000000000002132e-01,1.026559706761377200e+00
5.600000000000004974e-01,1.001154452711174203e+00
6.300000000000007816e-01,9.734301050706732905e-01
7.000000000000001776e-01,9.448050707594002340e-01
7.700000000000004619e-01,9.169666428823387561e-01
8.400000000000007461e-01,8.916467071079203777e-01
9.100000000000001421e-01,8.703556634681793858e-01
9.800000000000004263e-01,8.541247602418904350e-01
1.050000000000000711e+00,8.433084783623744363e-01
1.120000000000000107e+00,8.374874624050356875e-01
1.190000000000000391e+00,8.354916480942585766e-01
1.260000000000000675e+00,8.355383828697958704e-01
1.330000000000000071e+00,8.354580567378300238e-01
1.400000000000000355e+00,8.329653991080023800e-01
1.470000000000000639e+00,8.259307322135742702e-01
1.540000000000000924e+00,8.126114758418595541e-01
1.610000000000000320e+00,7.918169138364213877e-01
1.680000000000000604e+00,7.629943706713653295e-01
1.750000000000000888e+00,7.262385986541411986e-01
1.820000000000000284e+00,6.822358902792823310e-01
1.890000000000000568e+00,6.321595464550132659e-01
1.960000000000000853e+00,5.775346250989084051e-01
2.030000000000000249e+00,5.200888172395490283e-01
2.100000000000000533e+00,4.616042049666840286e-01
2.170000000000000817e+00,4.037823290412266841e-01
2.240000000000000213e+00,3.481325727831480199e-01
2.310000000000000497e+00,2.958911097723989081e-01
2.380000000000000782e+00,2.479743268644786780e-01
2.450000000000000178e+00,2.049667855146998785e-01
2.520000000000000462e+00,1.671398735879476571e-01
2.590000000000000746e+00,1.344940201458421636e-01
2.660000000000000142e+00,1.068153620492499345e-01
2.730000000000000426e+00,8.373743653969283052e-02
2.800000000000000711e+00,6.479976844364797317e-02
2.870000000000000995e+00,4.949766008898297265e-02
2.940000000000000391e+00,3.732037694325245764e-02
3.010000000000000675e+00,2.777754788278645123e-02
3.080000000000000959e+00,2.041545764586720491e-02
3.150000000000000355e+00,1.482579610605557624e-02
3.220000000000000639e+00,1.064943857190660606e-02
3.290000000000000924e+00,7.577260590417351886e-03
3.360000000000000320e+00,5.349204695938165367e-03
3.430000000000000604e+00,3.752124609034396176e-03
3.500000000000000000e+00,2.616513271588083184e-03
